1745331323.5415294,34,-72,862,10,29,29,-6,-2,-30,-30,0,-3,30,29,7,12,-27,-28,-19,-122,33,81,30,-79,48,14,24,-43,76,23,-19,-23,35,-24,-53,44,-7,-7,-2,4,-9,32,27,23,-66,-1,74,49,-42,-20,86,1,-4,-35,68
1745331323.8210993,23,-66,865,-33,49,44,38,44,-40,-33,-48,-53,26,18,56,57,-12,0,-60,-13,-96,19,45,-91,-6,-40,10,-113,19,31,0,-21,21,69,-65,-23,71,62,-26,-20,2,48,34,40,-6,-34,27,49,4,-118,43,8,-34,-96,59
1745331324.1230223,27,-66,868,-56,-7,-13,55,52,21,28,-49,-45,-34,-38,41,36,42,53,-28,37,-98,-41,69,-50,-97,-23,-11,-80,-81,27,42,-45,-7,91,22,-50,27,41,22,-3,-12,-27,53,45,32,-69,-13,26,48,-103,-61,35,-8,-108,-54
1745331324.433341,7,-78,871,-8,-3,-3,8,7,5,6,-7,-6,-6,-7,5,4,8,9,-6,-93,-80,-39,78,10,45,-32,44,17,50,27,1,68,-13,-33,-87,51,70,-22,-94,-33,7,-14,-56,16,-1,-60,-19,23,57,0,33,-5,-13,-24,26
1745331324.7320132,9,-82,874,3,-4,-3,-4,-4,2,2,5,5,-1,-1,-6,-6,0,2,4,0,-126,-66,6,-49,30,-48,3,-48,47,19,18,33,50,59,-81,-21,83,61,-69,-17,-21,43,-48,20,9,-15,-53,-26,39,-48,35,7,-11,-35,13
1745331325.025196,18,-66,877,-18,-40,-42,13,7,44,44,-1,3,-44,-44,-8,-14,41,36,24,73,101,-21,-26,56,-35,19,-41,51,-82,-27,-1,0,-41,-20,77,-38,-72,-19,73,0,-13,-48,28,-24,7,12,-9,-7,20,48,-90,13,20,21,-83
1745331325.3317177,34,-72,880,-8,-29,-30,5,1,31,31,1,6,-30,-29,-10,-13,27,27,22,125,-18,-78,-41,83,-36,-11,-29,51,-70,-25,14,27,-32,17,52,-44,3,8,4,-3,7,-27,-27,-26,62,9,-70,-54,34,24,-84,-2,3,43,-65
1745331325.6206517,24,-65,883,-53,18,13,56,56,-6,3,-57,-56,-7,-16,55,53,23,36,-47,25,-89,-9,58,-76,-57,-37,-10,-103,-43,25,19,-28,10,91,-17,-50,44,60,13,-13,-10,19,57,41,12,-45,8,38,31,-121,-19,25,-22,-117,-2
1745331325.9230099,14,-69,886,27,-5,-1,-28,-28,-2,-4,27,27,7,11,-25,-24,-14,-19,18,-126,2,18,11,-3,67,15,35,30,74,20,-24,42,3,-50,-73,70,15,-50,-64,-3,-1,-14,-61,19,-29,-21,9,6,10,35,80,-16,-3,44,55
1745331326.240149,28,-67,889,53,-1,6,-53,-53,-11,-19,50,47,24,31,-43,-40,-35,-45,34,-13,110,35,-80,61,88,29,3,90,61,-28,-38,47,1,-90,-2,38,-32,-40,-15,1,13,20,-56,-54,-26,74,4,-35,-45,113,42,-33,8,114,45
1745331326.523106,26,-66,892,-46,38,32,49,53,-28,-19,-56,-58,11,6,60,60,2,14,-62,-37,-97,19,76,-104,-27,-32,8,-114,6,44,5,-30,31,83,-58,-20,56,51,-13,-12,-5,29,56,52,-9,-51,39,53,12,-124,32,18,-33,-119,39
1745331326.832391,34,-72,895,-3,-30,-30,-1,-3,30,29,7,11,-28,-26,-13,-18,24,22,25,126,0,-71,-54,86,-22,-6,-32,61,-60,-27,8,30,-27,8,55,-44,-3,7,8,-5,7,-22,-32,-36,56,19,-67,-59,26,38,-77,-3,2,55,-55
1745331327.1402352,30,-68,898,-47,-9,-13,44,42,20,23,-42,-38,-29,-34,32,28,38,45,-22,23,-119,-58,75,-40,-106,-34,2,-77,-77,11,47,-46,-17,79,15,-27,31,29,13,5,-6,-34,43,56,36,-79,-24,34,54,-106,-59,26,6,-97,-73
1745331327.4304903,1,-73,901,-16,1,-1,16,15,2,4,-15,-14,-6,-8,14,13,9,14,-11,6,-97,-102,69,21,18,-77,8,16,0,17,19,86,-4,26,-63,-20,79,36,-78,-48,-4,34,-37,-5,29,-42,-50,4,83,-39,-58,5,-7,-85,-35
1745331327.7230842,7,-79,904,7,-4,-2,-7,-8,1,0,8,8,0,1,-8,-7,-1,-2,11,126,-12,-29,-85,-41,-21,-9,-56,-51,-23,-20,16,-40,59,88,36,-87,-9,83,53,18,-28,51,29,-9,14,56,-31,-59,-21,-24,-23,14,5,-1,-39
1745331328.017853,34,-72,907,-1,-30,-29,-2,-4,29,28,8,12,-27,-25,-15,-19,23,20,26,125,12,-68,-60,89,-13,-4,-34,64,-55,-27,4,32,-24,5,54,-42,-8,6,8,-5,7,-21,-32,-41,53,23,-64,-60,19,42,-74,-4,2,60,-51
1745331328.3231692,20,-66,910,-51,-24,-28,49,45,34,38,-41,-34,-45,-49,28,23,52,56,-10,124,9,-46,0,6,-83,-23,-48,-32,-116,-19,21,-26,-27,61,65,-85,-26,44,76,-7,-15,-18,64,-1,30,-9,-20,7,39,-48,-113,30,4,-63,-93
1745331328.6356766,28,-67,913,-47,24,20,50,53,-13,-6,-54,-54,0,-6,54,53,14,26,-51,-43,-105,4,88,-98,-52,-26,11,-114,-18,43,23,-43,18,80,-36,-19,47,43,-6,-8,-10,7,59,61,-4,-67,30,53,27,-120,11,27,-22,-125,15
1745331328.9258792,19,-66,916,40,-28,-22,-43,-45,16,11,48,49,-4,2,-50,-48,-7,-19,45,-81,90,26,-31,51,46,48,10,97,32,-4,-25,36,-6,-79,5,67,-51,-80,-4,15,0,-41,-44,-18,-19,15,5,-30,-9,105,26,-18,20,93,2
1745331329.2332814,8,-81,919,0,-6,-6,-2,-2,5,5,3,4,-5,-5,-5,-4,4,6,4,-13,-125,-76,22,-34,40,-52,12,-31,53,17,19,50,44,41,-89,-8,87,53,-80,-24,-19,34,-54,17,8,-25,-55,-23,50,-31,35,6,-12,-36,9
1745331329.5300324,33,-71,922,21,-24,-22,-24,-26,19,15,29,31,-12,-7,-32,-31,3,-3,37,85,90,-10,-91,86,43,20,-27,92,-3,-26,-17,46,-2,-36,43,-23,-34,-8,10,-5,4,1,-42,-66,17,62,-36,-62,-21,88,-33,-8,3,92,-7
1745331329.8234763,12,-73,925,-11,16,16,12,15,-14,-12,-16,-18,10,6,18,20,-5,2,-17,118,-48,-14,-16,-34,-66,-25,-30,-60,-56,-8,27,-42,23,90,45,-77,13,79,37,10,-2,51,45,-4,38,26,-20,-23,-9,-69,-58,15,-4,-57,-29
1745331330.132139,19,-66,928,-4,52,51,12,18,-49,-46,-24,-30,43,39,35,39,-34,-25,-47,-18,-126,7,41,-76,10,-43,30,-98,54,23,12,-21,35,52,-69,-2,90,60,-61,-9,13,64,2,30,1,-16,9,27,-16,-94,67,-3,-28,-67,73
1745331330.4308565,27,-66,931,46,35,42,-41,-36,-46,-50,28,22,53,55,-17,-10,-57,-61,-2,-84,68,75,-34,-10,109,17,22,25,111,0,-47,35,29,-71,-64,56,0,-24,-42,-4,13,50,-37,-24,-50,52,45,1,-56,56,109,-35,-13,62,108
1745331330.8292155,16,-68,935,2,36,36,3,7,-35,-34,-11,-15,32,30,20,24,-27,-18,-29,-6,-126,-3,29,-67,-7,-34,21,-80,34,21,19,-14,39,65,-50,-8,74,61,-48,0,5,59,-2,26,18,-9,-12,0,-5,-83,41,0,-19,-62,46
1745331331.1282504,0,-73,938,-16,-1,-3,16,16,5,7,-14,-14,-9,-10,12,11,11,16,-8,48,-80,-121,41,20,23,-79,-20,22,-4,7,22,86,18,47,-49,-52,65,59,-58,-48,-15,47,-22,-20,27,-23,-59,-19,80,-22,-77,10,-2,-79,-65
1745331331.3353133,16,-68,940,-16,31,28,20,23,-26,-21,-26,-28,19,15,30,33,-10,-1,-34,65,-104,-17,23,-52,-40,-40,-1,-83,-11,7,27,-32,25,79,-7,-46,55,74,-8,0,6,51,27,10,28,-1,-14,2,-3,-90,-9,11,-15,-74,7
1745331331.632714,29,-68,943,-34,-37,-41,29,23,44,47,-17,-11,-49,-50,5,0,51,53,11,96,-71,-92,25,32,-110,-22,-20,-10,-115,-18,45,-27,-40,52,66,-46,0,15,34,10,-5,-56,16,15,64,-49,-61,-10,60,-47,-113,24,22,-36,-122
1745331331.9292035,31,-69,946,27,-30,-28,-29,-33,23,19,35,38,-16,-11,-39,-41,6,-2,45,94,79,-31,-89,101,28,17,-32,96,-21,-38,-16,43,-24,-44,49,-15,-35,-19,14,0,7,-11,-46,-58,26,58,-48,-63,-3,96,-50,-16,13,105,-35
1745331332.228061,32,-69,949,-23,-29,-31,19,15,34,35,-11,-6,-36,-36,1,-2,38,40,11,104,-71,-92,1,52,-85,-23,-24,7,-94,-23,28,-5,-48,35,48,-37,14,9,15,4,3,-44,-4,9,65,-28,-70,-22,61,-21,-99,5,14,0,-102
1745331332.5348694,3,-74,952,-6,14,13,8,9,-12,-11,-11,-12,9,7,13,14,-6,-4,-19,-124,-18,41,120,27,-2,-5,77,20,-3,28,-12,31,-87,-69,-41,88,31,-82,-65,-20,44,-36,-43,24,5,-71,30,86,26,-46,14,-11,-7,-45,66
